TFSC,NULL,1439682002766,[]
WHLRW,NULL,1439682180994,[]
WHFBL,$25.6,1439682181019,[u'400']
WFM,$33.47,1439682181083,[u'4,033,587']
WILN,$2.09,1439682181184,[u'19,117']
WHLM,$5.78,1439682181310,[u'358']
WVVI,$7.49,1439682181326,[u'9,995']
WIBC,$11.35,1439682181399,[u'99,486']
WIN,$6.72,1439682181443,[u'2,715,276']
WLFC,$15.74,1439682181468,[u'5,033']
WLDN,$10.27,1439682181487,[u'135,446']
WINA,$103.06,1439682181665,[u'6,394']
WING,$29.87,1439682181707,[u'72,313']
WTFCM,$25.75,1439682181730,[u'8,286']
WTFC,$53.98,1439682181762,[u'135,907']
AGND,$44.42,1439682181818,[u'2,294']
WTFCW,NULL,1439682181839,[]
AGZD,$48.37,1439682181908,[u'1,403']
HYND,$21.06,1439682182033,[u'150']
HYZD,$23.44,1439682182087,[u'100']
CXSE,NULL,1439682182138,[]
EMCG,NULL,1439682182161,[]
EMCB,$69.74,1439682182198,[u'1,813']
DGRE,$21.1,1439682182294,[u'3,873']
DXGE,$28.63,1439682182374,[u'23,009']
WETF,$24.63,1439682182500,[u'651,605']
DXJS,$37.31,1439682182541,[u'15,124']
GULF,$19.34,1439682182568,[u'4,104']
JGBB,NULL,1439682182617,[]
DXKW,$19.49,1439682182641,[u'1,060']
CRDT,$72.94,1439682182666,[u'131']
DGRW,$30.99,1439682182797,[u'60,628']
DGRS,$28.39,1439682182882,[u'453']
DXPS,$24.8,1439682182903,[u'900']
UBND,NULL,1439682183178,[]
WLRHU,$10.96,1439682183188,[u'681']
WIX,$22.16,1439682183270,[u'107,221']
WLRH,$10.2,1439682183342,[u'652']
WLRHW,$0.85,1439682183387,[u'7,190']
WRLD,$33.69,1439682183400,[u'96,799']
WBKC,$25.87,1439682183413,[u'16']
WWD,$48.26,1439682183444,[u'172,878']
WOWO,$5.75,1439682183561,[u'5,700']
WPCS,$1.24,1439682183675,[u'68,541']
WMGIZ,$3.7537,1439682183806,[u'105']
WPPGY,$110.86,1439682183817,[u'31,991']
WSFS,$28.838,1439682183838,[u'54,112']
WMGI,$25.16,1439682183850,[u'228,097']
WSFSL,$27.85,1439682183943,[u'450']
WSCI,$5.34,1439682184017,[u'2,930']
WYNN,$92.43,1439682184169,[u'1,294,239']
XELB,$8.9,1439682184207,[u'9,500']
WVFC,$11.04,1439682184235,[u'112']
XBIT,$16.85,1439682184260,[u'35,952']
XCRA,$6.13,1439682184282,[u'108,458']
XNCR,$18.73,1439682184364,[u'70,223']
XBKS,$6.15,1439682184420,[u'64']
XNPT,$6.47,1439682184521,[u'254,885']
XGTI,$0.9,1439682184594,[u'1,398,253']
XGTIW,$0.09,1439682184617,[u'206']
XENE,$9.9,1439682184655,[u'17,348']
XLNX,$43.45,1439682184677,[u'2,450,683']
XOMA,$0.83,1439682184752,[u'1,603,104']
XOOM,$24.85,1439682184862,[u'246,554']
XPLR,$6.06,1439682185003,[u'31,130']
XTLB,$1.79,1439682185027,[u'1,770']
XNET,$9.67,1439682185105,[u'52,343']
YHOO,$36.34,1439682185151,[u'6,726,663']
YNDX,$12.82,1439682185211,[u'1,051,263']
YDLE,$16.84,1439682185251,[u'126,933']
YOD,$2.4899,1439682185273,[u'400,713']
YCB,$29.88,1439682185374,[u'1,499']
YECO,$4.08,1439682185501,[u'6,022']
YRCW,$19.53,1439682185548,[u'295,291']
YY,$61.02,1439682185574,[u'519,759']
ZFGN,$36.74,1439682185591,[u'90,645']
ZAGG,$7.5,1439682185613,[u'205,208']
ZAIS,$10.33,1439682185695,[u'1,495']
ZAZA,$0.56,1439682185737,[u'8,877']
ZBRA,$89.54,1439682185892,[u'600,485']
ZLTQ,$35.5,1439682185938,[u'285,763']
ZHNE,$1.67,1439682185958,[u'44,755']
Z,$73.2246,1439682186042,[u'506,385']
ZAVVV,$23.3,1439682186086,[u'2,900']
ZCVVV,$25.19,1439682186131,[u'124,403']
ZN,$1.59,1439682186232,[u'22,552']
ZION,$30.5061,1439682186271,[u'1,196,835']
ZNWAA,NULL,1439682186404,[]
ZIONW,NULL,1439682186447,[]
ZIOP,$9.85,1439682186474,[u'2,679,329']
ZGNX,$19.2,1439682186521,[u'168,190']
ZIXI,$4.93,1439682186542,[u'172,192']
ZIONZ,NULL,1439682186561,[]
ZSAN,$7.95,1439682186705,[u'342']
ZU,$12.57,1439682186778,[u'336,634']
ZSPH,$50.23,1439682186811,[u'234,300']
ZYNE,$34.84,1439682186826,[u'170,465']
ZUMZ,$23.37,1439682186861,[u'105,169']
ZNGA,$2.683,1439682186951,[u'4,170,163']
